id_hogar,id_persona,peso_persona,region,grado_urbanizacion,anio_nacimiento,edad,sexo,pais_nacimiento,nacionalidad,situacion_actividad,situacion_profesional,horas_semana,jornada,tipo_contrato,personal_a_cargo,anios_experiencia,meses_desempleo_ref,meses_desempleo_5anios,ocupacion_isco08,sector_cnae,nivel_estudios,estado_salud,enfermedad_cronica,limitacion_actividad,necesito_medico_no_fue,renta_neta_salarial,renta_no_monetaria_salarial,renta_neta_hogar,renta_hogar_indicadores,unidades_consumo,num_miembros_hogar,tipo_hogar,hogar_riesgo_pobreza,hogar_carencia_material,retrasos_hipoteca_alquiler,retrasos_facturas,retrasos_deudas_no_vivienda,capacidad_gastos_imprevistos,capacidad_fin_de_mes,puede_vacaciones,puede_proteina_2dias,tiene_ordenador,tiene_coche,carga_prestamos_no_vivienda,puede_sustituir_muebles,puede_calefaccion_invierno,tipo_vivienda,regimen_tenencia,num_habitaciones,importe_alquiler,gastos_vivienda,cuota_hipoteca,cambio_ingresos_12m,motivo_aumento_ingresos,motivo_disminucion_ingresos,expectativa_ingresos_12m,carga_asistencia_medica,carga_asistencia_dental,carga_medicamentos,baja_intensidad_laboral_2020,arope_2020,carencia_material_social_severa,arope_2030
9015,901502,712.68949,ES30,Zona muy poblada,1985,39,Mujer,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,Sí,15.0,0.0,0.0,33.0,Actividades financieras/seguros,Post-secundaria no superior,Muy bueno,Sí,No limitado,,67494.4,2087.4,142128.8,142128.8,2.1,4,"2 adultos, 2 niños",No,No,No,No,No,Sí,Con mucha facilidad,Sí,Sí,Sí,Sí,Una carga razonable,Sí,Sí,Unifamiliar independiente,Propiedad con hipoteca,10.0,,958.78,1900.0,Han aumentado,Revalorización salario,,Mantenerse,Ninguna carga,Ninguna carga,Ninguna carga,No,No,No,No
9016,901601,717.76954,ES30,Zona muy poblada,1981,43,Hombre,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,Sí,24.0,0.0,0.0,43.0,Transporte/almacenamiento,Primaria,Bueno,Sí,No limitado,No,25422.3,0.0,45878.0,45878.0,2.0,3,"2 adultos, 1 niño",No,No,No,No,No,Sí,Con cierta facilidad,Sí,Sí,Sí,Sí,Una carga razonable,Sí,Sí,Piso ≥10 viviendas,Propiedad con hipoteca,4.0,,646.35,604.0,Se mantienen,,,Mantenerse,Ninguna carga,Una carga razonable,Ninguna carga,No,No,No,No
9016,901602,716.85349,ES30,Zona muy poblada,1983,41,Mujer,España,España,Trabajando,Asalariado,37.0,Tiempo completo,Indefinido escrito,No,20.0,0.0,0.0,41.0,Transporte/almacenamiento,Secundaria 1ª etapa,Bueno,No,No limitado,No,19484.2,0.0,45878.0,45878.0,2.0,3,"2 adultos, 1 niño",No,No,No,No,No,Sí,Con cierta facilidad,Sí,Sí,Sí,Sí,Una carga razonable,Sí,Sí,Piso ≥10 viviendas,Propiedad con hipoteca,4.0,,646.35,604.0,Se mantienen,,,Mantenerse,Ninguna carga,Una carga razonable,Ninguna carga,No,No,No,No
9017,901701,644.78562,ES30,Zona muy poblada,1975,49,Hombre,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,25.0,0.0,0.0,21.0,Actividades profesionales/científicas,Post-secundaria no superior,Bueno,No,No limitado,,25943.0,0.0,58775.7,58775.7,1.8,3,"2 adultos, 1 niño",No,No,No,No,,Sí,Con cierta facilidad,Sí,Sí,Sí,Sí,,Sí,Sí,Piso ≥10 viviendas,Propiedad con hipoteca,5.0,,312.68,500.0,Se mantienen,,,Mantenerse,Una carga razonable,Una carga razonable,Una carga razonable,No,No,No,No
9017,901702,649.30682,ES30,Zona muy poblada,1977,47,Mujer,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,22.0,0.0,0.0,42.0,Comercio/reparación vehículos,Post-secundaria no superior,Bueno,Sí,No limitado,No,26423.4,11.9,58775.7,58775.7,1.8,3,"2 adultos, 1 niño",No,No,No,No,,Sí,Con cierta facilidad,Sí,Sí,Sí,Sí,,Sí,Sí,Piso ≥10 viviendas,Propiedad con hipoteca,5.0,,312.68,500.0,Se mantienen,,,Mantenerse,Una carga razonable,Una carga razonable,Una carga razonable,No,No,No,No
9018,901801,203.03048,ES30,Zona muy poblada,1971,53,Hombre,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,36.0,0.0,0.0,52.0,Comercio/reparación vehículos,Primaria,Bueno,Sí,Limitado pero no gravemente,No,21093.6,138.2,17454.2,17454.2,1.5,2,1 adulto con niños,Sí,No,,No,,No (no puede),Con facilidad,Sí,Sí,No (no puede permitírselo),Sí,,Sí,No,Piso ≥10 viviendas,Propiedad sin hipoteca,5.0,,216.97,,Se mantienen,,,Mantenerse,Ninguna carga,Una carga razonable,Ninguna carga,No,Sí,No,Sí
9019,901901,1609.23287,ES30,Zona muy poblada,1984,40,Mujer,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,2.0,0.0,37.0,42.0,Educación,Post-secundaria no superior,Bueno,Sí,No limitado,No,21928.9,0.0,21746.0,21746.0,1.0,1,Una persona: mujer 30-64 años,No,No,,No,,Sí,Con cierta dificultad,Sí,Sí,Sí,Sí,,Sí,Sí,Piso ≥10 viviendas,Propiedad sin hipoteca,5.0,,228.64,,Se mantienen,,,Mantenerse,Una carga razonable,Ninguna carga,Una carga razonable,No,No,No,No
9020,902001,668.78091,ES30,Zona muy poblada,1974,50,Mujer,España,España,Trabajando,Asalariado,45.0,Tiempo completo,Indefinido escrito,No,30.0,0.0,16.0,43.0,Actividades administrativas,Post-secundaria no superior,Bueno,No,No limitado,No,20311.7,0.0,27491.7,27491.7,2.0,3,1 adulto con niños,No,No,No,No,,No (no puede),Con dificultad,Sí,Sí,Sí,Sí,,No (otras razones),Sí,Piso ≥10 viviendas,Propiedad con hipoteca,4.0,,395.35,416.0,Se mantienen,,,Empeorar,Ninguna carga,Una carga pesada,,No,No,No,No
9021,902102,508.93795,ES30,Zona muy poblada,1978,46,Mujer,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,Sí,25.0,0.0,0.0,41.0,Actividades profesionales/científicas,Post-secundaria no superior,Bueno,Sí,No limitado,No,22571.5,94.8,45408.5,45408.5,2.3,4,"2 adultos, 2 niños",No,No,No,No,No,No (no puede),Con cierta dificultad,No,Sí,Sí,Sí,Una carga razonable,Sí,Sí,Piso ≥10 viviendas,Propiedad con hipoteca,5.0,,723.85,710.0,Han disminuido,,Pérdida empleo,Mejorar,Una carga pesada,,Una carga pesada,No,No,No,No
9022,902201,750.38122,ES30,Zona muy poblada,1988,36,Hombre,Extranjero no UE,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,4.0,0.0,12.0,21.0,Energía eléctrica/gas,Post-secundaria no superior,Muy bueno,No,No limitado,No,39384.7,2.7,61102.06,61102.06,2.8,5,Otros con niños,No,No,,No,No,Sí,Con cierta facilidad,Sí,Sí,Sí,Sí,Una carga razonable,Sí,Sí,Piso ≥10 viviendas,Propiedad sin hipoteca,5.0,,301.14,,Han disminuido,,Pérdida empleo,,Una carga razonable,Una carga razonable,Una carga razonable,No,No,No,No
9022,902204,747.42032,ES30,Zona muy poblada,1966,58,Mujer,Extranjero no UE,Extranjero no UE,Trabajando,Asalariado,20.0,Tiempo parcial,,No,40.0,0.0,0.0,53.0,Hogares como empleadores,Primaria incompleta,Regular,No,No limitado,No,19969.76,0.0,61102.06,61102.06,2.8,5,Otros con niños,No,No,,No,No,Sí,Con cierta facilidad,Sí,Sí,Sí,Sí,Una carga razonable,Sí,Sí,Piso ≥10 viviendas,Propiedad sin hipoteca,5.0,,301.14,,Han disminuido,,Pérdida empleo,,Una carga razonable,Una carga razonable,Una carga razonable,No,No,No,No
9023,902304,1203.90956,ES30,Zona muy poblada,1988,36,Mujer,Extranjero no UE,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,Sí,7.0,0.0,0.0,35.0,Otros servicios,Post-secundaria no superior,Bueno,No,No limitado,,15388.8,0.0,38638.2,38638.2,2.5,4,Otros sin niños,No,No,No,No,,No (no puede),Con cierta dificultad,No,Sí,Sí,Sí,Una carga razonable,No (no puede permitírselo),Sí,Piso ≥10 viviendas,Alquiler precio mercado,6.0,659.0,870.02,,Se mantienen,,,Empeorar,Ninguna carga,,Ninguna carga,No,No,No,No
9025,902501,707.42563,ES30,Zona muy poblada,1980,44,Hombre,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,Sí,20.0,0.0,0.0,43.0,Comercio/reparación vehículos,Post-secundaria no superior,Regular,Sí,No limitado,No,35524.2,2164.9,49548.1,49548.1,2.1,4,"2 adultos, 2 niños",No,No,,No,,Sí,Con cierta dificultad,Sí,Sí,Sí,Sí,,Sí,Sí,Piso ≥10 viviendas,Propiedad sin hipoteca,5.0,,308.02,,Han aumentado,Revalorización salario,,Mantenerse,Una carga razonable,Una carga razonable,Una carga razonable,No,No,No,No
9025,902502,706.52278,ES30,Zona muy poblada,1983,41,Mujer,España,España,Trabajando,Asalariado,35.0,Tiempo completo,Indefinido escrito,No,24.0,0.0,0.0,51.0,Otros servicios,Secundaria 1ª etapa con título,Muy bueno,No,No limitado,No,13196.9,0.0,49548.1,49548.1,2.1,4,"2 adultos, 2 niños",No,No,,No,,Sí,Con cierta dificultad,Sí,Sí,Sí,Sí,,Sí,Sí,Piso ≥10 viviendas,Propiedad sin hipoteca,5.0,,308.02,,Han aumentado,Revalorización salario,,Mantenerse,Una carga razonable,Una carga razonable,Una carga razonable,No,No,No,No
9026,902601,855.43319,ES30,Zona muy poblada,1970,54,Hombre,España,España,Trabajando,Asalariado,35.0,Tiempo completo,Indefinido escrito,Sí,38.0,0.0,0.0,51.0,Administración pública/defensa,Secundaria 1ª etapa,Bueno,Sí,No limitado,No,28994.1,0.0,58104.4,58104.4,2.5,4,Otros con niños,No,No,,No,,Sí,Con facilidad,Sí,Sí,Sí,Sí,,Sí,Sí,Piso ≥10 viviendas,Propiedad sin hipoteca,3.0,,366.97,,Se mantienen,,,Mantenerse,Una carga pesada,Ninguna carga,Ninguna carga,No,No,No,No
9026,902602,860.27334,ES30,Zona muy poblada,1970,54,Mujer,España,España,Trabajando,Asalariado,36.0,Tiempo completo,Indefinido escrito,Sí,25.0,0.0,2.0,42.0,Educación,Post-secundaria no superior,Bueno,Sí,No limitado,No,22333.8,0.0,58104.4,58104.4,2.5,4,Otros con niños,No,No,,No,,Sí,Con facilidad,Sí,Sí,Sí,Sí,,Sí,Sí,Piso ≥10 viviendas,Propiedad sin hipoteca,3.0,,366.97,,Se mantienen,,,Mantenerse,Una carga pesada,Ninguna carga,Ninguna carga,No,No,No,No
9026,902604,868.40474,ES30,Zona muy poblada,1999,25,Mujer,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Temporal escrito,No,1.0,0.0,0.0,22.0,Actividades profesionales/científicas,Post-secundaria no superior,Muy bueno,No,No limitado,No,2157.8,0.0,58104.4,58104.4,2.5,4,Otros con niños,No,No,,No,,Sí,Con facilidad,Sí,Sí,Sí,Sí,,Sí,Sí,Piso ≥10 viviendas,Propiedad sin hipoteca,3.0,,366.97,,Se mantienen,,,Mantenerse,Una carga pesada,Ninguna carga,Ninguna carga,No,No,No,No
9029,902901,3010.44663,ES30,Zona muy poblada,1978,46,Hombre,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,Sí,26.0,0.0,0.0,31.0,Construcción,Primaria,Bueno,No,No limitado,,30580.2,0.0,93290.4,93290.4,3.3,6,Otros con niños,No,No,No,No,,Sí,Con facilidad,Sí,Sí,No (no puede permitírselo),Sí,,Sí,Sí,Piso ≥10 viviendas,Propiedad con hipoteca,6.0,,519.75,,Se mantienen,,,Mantenerse,Ninguna carga,Ninguna carga,Ninguna carga,No,No,No,No
9029,902902,3005.60915,ES30,Zona muy poblada,1985,39,Mujer,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,Sí,15.0,0.0,0.0,52.0,Comercio/reparación vehículos,Primaria,Bueno,No,No limitado,,19582.4,0.0,93290.4,93290.4,3.3,6,Otros con niños,No,No,No,No,,Sí,Con facilidad,Sí,Sí,No (no puede permitírselo),Sí,,Sí,Sí,Piso ≥10 viviendas,Propiedad con hipoteca,6.0,,519.75,,Se mantienen,,,Mantenerse,Ninguna carga,Ninguna carga,Ninguna carga,No,No,No,No
9032,903201,581.91011,ES30,Zona muy poblada,1986,38,Mujer,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,Sí,11.0,0.0,0.0,33.0,Comercio/reparación vehículos,Secundaria 1ª etapa,Bueno,Sí,No limitado,No,16810.9,0.0,16810.9,16810.9,1.3,2,1 adulto con niños,No,No,,No,,Sí,Con facilidad,Sí,Sí,Sí,Sí,,Sí,Sí,Piso ≥10 viviendas,Cesión gratuita,6.0,,165.99,,Se mantienen,,,Mantenerse,Ninguna carga,Una carga razonable,Una carga razonable,No,No,No,No
9033,903303,1258.75895,ES30,Zona muy poblada,1978,46,Mujer,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,Sí,19.0,0.0,0.0,31.0,Energía eléctrica/gas,Post-secundaria no superior,Bueno,No,No limitado,,43841.9,427.8,84467.1,84467.1,2.0,3,Otros sin niños,No,No,,No,,Sí,Con mucha facilidad,Sí,Sí,No (no puede permitírselo),No (no puede permitírselo),,Sí,Sí,Piso ≥10 viviendas,Propiedad sin hipoteca,6.0,,259.06,,Han aumentado,Revalorización salario,,Mejorar,Ninguna carga,Ninguna carga,Ninguna carga,No,No,No,No
9034,903402,962.34646,ES30,Zona muy poblada,1985,39,Mujer,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,Sí,17.0,0.0,0.0,52.0,Comercio/reparación vehículos,Secundaria 1ª etapa con título,Muy bueno,No,No limitado,,22192.2,0.0,74863.8,74863.8,3.0,5,Otros sin niños,No,No,No,No,"Sí, dos o más veces",No (no puede),Con dificultad,No,Sí,Sí,Sí,Una carga razonable,Sí,Sí,Piso ≥10 viviendas,Propiedad con hipoteca,6.0,,515.77,831.0,Se mantienen,,,Mantenerse,Ninguna carga,Una carga razonable,Ninguna carga,No,No,No,No
9034,903405,962.34646,ES30,Zona muy poblada,1988,36,Mujer,UE,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,17.0,0.0,0.0,91.0,Actividades administrativas,Primaria,Muy bueno,No,No limitado,No,22921.8,31.2,74863.8,74863.8,3.0,5,Otros sin niños,No,No,No,No,"Sí, dos o más veces",No (no puede),Con dificultad,No,Sí,Sí,Sí,Una carga razonable,Sí,Sí,Piso ≥10 viviendas,Propiedad con hipoteca,6.0,,515.77,831.0,Se mantienen,,,Mantenerse,Ninguna carga,Una carga razonable,Ninguna carga,No,No,No,No
9035,903501,3180.40304,ES30,Zona muy poblada,1971,53,Mujer,Extranjero no UE,España,Trabajando,Asalariado,40.0,Tiempo completo,Temporal escrito,No,30.0,6.0,2.0,42.0,Actividades profesionales/científicas,Post-secundaria no superior,Muy bueno,No,No limitado,,7969.5,0.0,86924.16,86924.16,3.0,5,Otros sin niños,No,No,No,No,,Sí,Con cierta facilidad,Sí,Sí,Sí,Sí,,Sí,Sí,Piso ≥10 viviendas,Propiedad con hipoteca,6.0,,632.75,466.0,Han disminuido,,Pérdida empleo,Mantenerse,Ninguna carga,Una carga razonable,Una carga razonable,No,No,No,No
9035,903502,3149.02277,ES30,Zona muy poblada,1968,56,Hombre,Extranjero no UE,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,32.0,4.0,4.0,21.0,Construcción,Post-secundaria no superior,Muy bueno,Sí,No limitado,,23290.6,1070.0,86924.16,86924.16,3.0,5,Otros sin niños,No,No,No,No,,Sí,Con cierta facilidad,Sí,Sí,Sí,Sí,,Sí,Sí,Piso ≥10 viviendas,Propiedad con hipoteca,6.0,,632.75,466.0,Han disminuido,,Pérdida empleo,Mantenerse,Ninguna carga,Una carga razonable,Una carga razonable,No,No,No,No
9035,903504,3165.41457,ES30,Zona muy poblada,2003,21,Hombre,Extranjero no UE,España,Trabajando,Asalariado,30.0,Tiempo parcial,Indefinido escrito,No,2.0,0.0,13.0,91.0,Hostelería,Secundaria 1ª etapa,Bueno,No,No limitado,No,7284.9,0.0,86924.16,86924.16,3.0,5,Otros sin niños,No,No,No,No,,Sí,Con cierta facilidad,Sí,Sí,Sí,Sí,,Sí,Sí,Piso ≥10 viviendas,Propiedad con hipoteca,6.0,,632.75,466.0,Han disminuido,,Pérdida empleo,Mantenerse,Ninguna carga,Una carga razonable,Una carga razonable,No,No,No,No
9035,903505,3150.91187,ES30,Zona muy poblada,1953,71,Mujer,Extranjero no UE,Extranjero no UE,Trabajando,Asalariado,16.0,Tiempo parcial,Indefinido escrito,No,1.0,0.0,15.0,91.0,Hogares como empleadores,Primaria incompleta,Regular,Sí,No limitado,No,11091.46,0.0,86924.16,86924.16,3.0,5,Otros sin niños,No,No,No,No,,Sí,Con cierta facilidad,Sí,Sí,Sí,Sí,,Sí,Sí,Piso ≥10 viviendas,Propiedad con hipoteca,6.0,,632.75,466.0,Han disminuido,,Pérdida empleo,Mantenerse,Ninguna carga,Una carga razonable,Una carga razonable,No aplicable (≥60 años),No,No,No
9036,903601,585.05109,ES30,Zona muy poblada,1972,52,Hombre,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,Sí,27.0,0.0,0.0,54.0,Actividades administrativas,Secundaria 1ª etapa,Muy bueno,No,No limitado,No,25552.5,0.0,45889.3,45889.3,2.5,4,"2 adultos, 2 niños",No,No,,No,No,Sí,Con cierta facilidad,Sí,Sí,Sí,Sí,Una carga razonable,Sí,Sí,Piso ≥10 viviendas,Cesión gratuita,6.0,,286.19,,Se mantienen,,,Mantenerse,Ninguna carga,Una carga razonable,Una carga razonable,No,No,No,No
9037,903702,706.5715,ES30,Zona muy poblada,1972,52,Hombre,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,38.0,0.0,12.0,61.0,Actividades administrativas,Primaria,Muy bueno,No,No limitado,,20223.1,0.0,31062.3,31062.3,1.5,2,2 adultos <65 sin niños,No,No,,No,,Sí,Con facilidad,Sí,Sí,No (no puede permitírselo),Sí,,Sí,No,Piso ≥10 viviendas,Propiedad sin hipoteca,6.0,,185.42,,Se mantienen,,,Mantenerse,Una carga razonable,Una carga razonable,Ninguna carga,No,No,No,No
9040,904002,904.93367,ES30,Zona muy poblada,1966,58,Hombre,UE,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,35.0,0.0,0.0,71.0,Construcción,Primaria incompleta,Regular,Sí,No limitado,No,20639.2,0.0,37181.4,37181.4,2.0,3,Otros sin niños,No,No,,No,,No (no puede),Con cierta dificultad,No,Sí,Sí,Sí,,Sí,Sí,Piso ≥10 viviendas,Propiedad sin hipoteca,4.0,,286.97,,Se mantienen,,,Mejorar,Ninguna carga,,Una carga razonable,No,No,No,No
9040,904003,909.78808,ES30,Zona muy poblada,2001,23,Mujer,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,4.0,0.0,0.0,52.0,Comercio/reparación vehículos,Post-secundaria no superior,Bueno,No,No limitado,No,17729.0,0.0,37181.4,37181.4,2.0,3,Otros sin niños,No,No,,No,,No (no puede),Con cierta dificultad,No,Sí,Sí,Sí,,Sí,Sí,Piso ≥10 viviendas,Propiedad sin hipoteca,4.0,,286.97,,Se mantienen,,,Mejorar,Ninguna carga,,Una carga razonable,No,No,No,No
9041,904101,853.69204,ES30,Zona muy poblada,1980,44,Hombre,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,27.0,0.0,0.0,83.0,Industria manufacturera,Primaria,Bueno,Sí,No limitado,No,16441.4,0.0,16041.4,16041.4,1.0,1,Una persona: hombre 30-64 años,No,No,,No,,No (no puede),Con dificultad,No,Sí,Sí,Sí,,No (no puede permitírselo),No,Piso ≥10 viviendas,Propiedad sin hipoteca,3.0,,213.56,,Se mantienen,,,Empeorar,Ninguna carga,Una carga razonable,Una carga razonable,No,No,No,No
9042,904203,865.52177,ES30,Zona muy poblada,2001,23,Hombre,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,0.0,0.0,0.0,71.0,Construcción,Post-secundaria no superior,Bueno,No,No limitado,,5287.9,0.0,60369.8,60369.8,2.0,3,Otros sin niños,No,No,,No,,Sí,Con facilidad,Sí,Sí,Sí,Sí,,Sí,Sí,Piso ≥10 viviendas,Propiedad sin hipoteca,3.0,,226.49,,Han aumentado,Revalorización salario,,Mantenerse,Ninguna carga,Ninguna carga,,No,No,No,No
9043,904301,482.46148,ES30,Zona muy poblada,1975,49,Mujer,Extranjero no UE,España,Trabajando,Asalariado,37.0,Tiempo completo,Indefinido escrito,Sí,5.0,0.0,0.0,91.0,Actividades administrativas,Secundaria 1ª etapa,Regular,Sí,Limitado pero no gravemente,No,17057.2,0.0,36105.8,36105.8,1.8,3,"2 adultos, 1 niño",No,Sí,No,No,"Sí, dos o más veces",No (no puede),Con mucha dificultad,No,Sí,Sí,Sí,Una carga pesada,No (no puede permitírselo),No,Piso ≥10 viviendas,Alquiler precio mercado,5.0,950.0,1193.02,,Se mantienen,,,Mantenerse,Una carga pesada,,Una carga pesada,No,Sí,Sí,Sí
9043,904302,480.43112,ES30,Zona muy poblada,2003,21,Hombre,Extranjero no UE,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,3.0,0.0,2.0,93.0,Comercio/reparación vehículos,Secundaria 1ª etapa,Muy bueno,No,No limitado,No,22417.6,1.7,36105.8,36105.8,1.8,3,"2 adultos, 1 niño",No,Sí,No,No,"Sí, dos o más veces",No (no puede),Con mucha dificultad,No,Sí,Sí,Sí,Una carga pesada,No (no puede permitírselo),No,Piso ≥10 viviendas,Alquiler precio mercado,5.0,950.0,1193.02,,Se mantienen,,,Mantenerse,Una carga pesada,,Una carga pesada,No,Sí,Sí,Sí
9045,904501,456.13337,ES30,Zona muy poblada,1968,56,Hombre,España,España,Trabajando,Asalariado,42.0,Tiempo completo,Temporal escrito,No,33.0,0.0,0.0,42.0,Actividades artísticas/recreativas,Primaria,Bueno,Sí,No limitado,,18936.6,0.0,55500.0,55500.0,2.0,3,Otros sin niños,No,Sí,"Sí, dos o más veces",No,"Sí, una vez",No (no puede),Con mucha dificultad,No,No,Sí,Sí,Una carga razonable,No (no puede permitírselo),Sí,Piso ≥10 viviendas,Propiedad con hipoteca,5.0,,336.39,125.0,Se mantienen,,,Mantenerse,Ninguna carga,Una carga pesada,Una carga razonable,No,Sí,Sí,Sí
9045,904503,465.03316,ES30,Zona muy poblada,1997,27,Mujer,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,Sí,8.0,0.0,0.0,51.0,Hostelería,Secundaria 1ª etapa,Bueno,No,No limitado,,22099.4,0.0,55500.0,55500.0,2.0,3,Otros sin niños,No,Sí,"Sí, dos o más veces",No,"Sí, una vez",No (no puede),Con mucha dificultad,No,No,Sí,Sí,Una carga razonable,No (no puede permitírselo),Sí,Piso ≥10 viviendas,Propiedad con hipoteca,5.0,,336.39,125.0,Se mantienen,,,Mantenerse,Ninguna carga,Una carga pesada,Una carga razonable,No,Sí,No,No
9046,904601,1098.83822,ES30,Zona muy poblada,1988,36,Mujer,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,17.0,0.0,5.0,81.0,Industria manufacturera,Primaria,Malo,Sí,No limitado,No,16076.5,0.0,31438.17,31438.17,2.0,3,Otros sin niños,No,No,,No,,Sí,Con cierta dificultad,Sí,Sí,Sí,Sí,,No (otras razones),Sí,Piso ≥10 viviendas,Propiedad sin hipoteca,4.0,,241.35,,Se mantienen,,,Mantenerse,Ninguna carga,Ninguna carga,Una carga razonable,No,No,No,No
9047,904701,759.16372,ES30,Zona muy poblada,1974,50,Mujer,Extranjero no UE,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,23.0,0.0,15.0,41.0,Energía eléctrica/gas,Post-secundaria no superior,Regular,Sí,Limitado pero no gravemente,No,13979.1,0.0,32604.2,32604.2,2.0,3,"2 adultos, 1 niño",No,No,No,No,,Sí,Con cierta facilidad,Sí,Sí,No (no puede permitírselo),Sí,,Sí,Sí,Piso ≥10 viviendas,Propiedad con hipoteca,5.0,,426.73,900.0,Se mantienen,,,Mantenerse,Ninguna carga,,Ninguna carga,No,No,No,No
9047,904702,753.49569,ES30,Zona muy poblada,1976,48,Hombre,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,33.0,0.0,0.0,31.0,Energía eléctrica/gas,Primaria incompleta,Bueno,No,No limitado,No,17585.2,0.0,32604.2,32604.2,2.0,3,"2 adultos, 1 niño",No,No,No,No,,Sí,Con cierta facilidad,Sí,Sí,No (no puede permitírselo),Sí,,Sí,Sí,Piso ≥10 viviendas,Propiedad con hipoteca,5.0,,426.73,900.0,Se mantienen,,,Mantenerse,Ninguna carga,,Ninguna carga,No,No,No,No
9048,904801,1400.53303,ES30,Zona muy poblada,1986,38,Mujer,España,España,Trabajando,Asalariado,37.0,Tiempo completo,Indefinido escrito,No,14.0,0.0,0.0,23.0,Educación,Post-secundaria no superior,Bueno,No,No limitado,No,19886.9,0.0,45019.37,45019.37,1.5,2,2 adultos <65 sin niños,No,No,No,No,No,Sí,Con cierta facilidad,Sí,Sí,Sí,Sí,Una carga razonable,Sí,Sí,Piso ≥10 viviendas,Propiedad con hipoteca,5.0,,667.45,700.0,Se mantienen,,,Mantenerse,Ninguna carga,Una carga razonable,Una carga razonable,No,No,No,No
9048,904802,1400.53303,ES30,Zona muy poblada,1982,42,Mujer,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,21.0,0.0,0.0,35.0,Información/comunicaciones,Secundaria 1ª etapa con título,Bueno,No,No limitado,,23451.4,0.0,45019.37,45019.37,1.5,2,2 adultos <65 sin niños,No,No,No,No,No,Sí,Con cierta facilidad,Sí,Sí,Sí,Sí,Una carga razonable,Sí,Sí,Piso ≥10 viviendas,Propiedad con hipoteca,5.0,,667.45,700.0,Se mantienen,,,Mantenerse,Ninguna carga,Una carga razonable,Una carga razonable,No,No,No,No
9049,904901,920.20555,ES30,Zona muy poblada,1977,47,Hombre,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,24.0,0.0,0.0,73.0,Industria manufacturera,Primaria,Bueno,No,No limitado,No,16518.3,0.0,28766.7,28766.7,1.5,2,2 adultos ≥65 sin niños,No,No,,No,,Sí,Con cierta facilidad,Sí,Sí,No (no puede permitírselo),Sí,,Sí,Sí,Piso ≥10 viviendas,Propiedad sin hipoteca,6.0,,273.43,,Se mantienen,,,Mantenerse,Ninguna carga,Ninguna carga,Una carga razonable,No,No,No,No
9050,905001,861.10377,ES30,Zona muy poblada,1973,51,Hombre,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,Sí,34.0,0.0,0.0,13.0,Actividades profesionales/científicas,Primaria,Bueno,No,No limitado,,36789.7,0.0,38229.5,38229.5,1.0,1,Una persona: hombre 30-64 años,No,No,No,No,No,Sí,Con facilidad,Sí,Sí,Sí,Sí,Una carga razonable,Sí,Sí,Piso ≥10 viviendas,Propiedad con hipoteca,5.0,,331.4,600.0,Se mantienen,,,Mantenerse,Una carga razonable,,Ninguna carga,No,No,No,No
